taxonomy,concept,unit,value,start,end,filed,accn,form,frame,fy,fp
us-gaap,AccountsPayableCurrent,USD,42945000000,,2023-04-01,2023-05-05,0000320193-23-000064,10-Q,CY2023Q1I,2023,Q2
us-gaap,AccountsPayableCurrent,USD,46699000000,,2023-07-01,2023-08-04,0000320193-23-000077,10-Q,CY2023Q2I,2023,Q3
us-gaap,AccountsPayableCurrent,USD,62611000000,,2023-09-30,2023-11-03,0000320193-23-000106,10-K,,2023,FY
us-gaap,AccountsPayableCurrent,USD,62611000000,,2023-09-30,2024-02-02,0000320193-24-000006,10-Q,,2024,Q1
us-gaap,AccountsPayableCurrent,USD,62611000000,,2023-09-30,2024-05-03,0000320193-24-000069,10-Q,,2024,Q2
us-gaap,AccountsPayableCurrent,USD,62611000000,,2023-09-30,2024-08-02,0000320193-24-000081,10-Q,,2024,Q3
us-gaap,AccountsPayableCurrent,USD,62611000000,,2023-09-30,2024-11-01,0000320193-24-000123,10-K,CY2023Q3I,2024,FY
us-gaap,AccountsPayableCurrent,USD,58146000000,,2023-12-30,2024-02-02,0000320193-24-000006,10-Q,CY2023Q4I,2024,Q1
us-gaap,AccountsPayableCurrent,USD,45753000000,,2024-03-30,2024-05-03,0000320193-24-000069,10-Q,CY2024Q1I,2024,Q2
us-gaap,AccountsPayableCurrent,USD,47574000000,,2024-06-29,2024-08-02,0000320193-24-000081,10-Q,CY2024Q2I,2024,Q3
us-gaap,AccountsPayableCurrent,USD,68960000000,,2024-09-28,2024-11-01,0000320193-24-000123,10-K,,2024,FY
us-gaap,AccountsPayableCurrent,USD,68960000000,,2024-09-28,2025-01-31,0000320193-25-000008,10-Q,,2025,Q1
us-gaap,AccountsPayableCurrent,USD,68960000000,,2024-09-28,2025-05-02,0000320193-25-000057,10-Q,CY2024Q3I,2025,Q2
us-gaap,AccountsPayableCurrent,USD,61910000000,,2024-12-28,2025-01-31,0000320193-25-000008,10-Q,CY2024Q4I,2025,Q1
us-gaap,AccountsPayableCurrent,USD,54126000000,,2025-03-29,2025-05-02,0000320193-25-000057,10-Q,CY2025Q1I,2025,Q2
us-gaap,AccountsReceivableNetCurrent,USD,2422000000,,2008-09-27,2009-07-22,0001193125-09-153165,10-Q,,2009,Q3
us-gaap,AccountsReceivableNetCurrent,USD,2422000000,,2008-09-27,2009-10-27,0001193125-09-214859,10-K,,2009,FY
us-gaap,AccountsReceivableNetCurrent,USD,2422000000,,2008-09-27,2010-01-25,0001193125-10-012091,10-K/A,CY2008Q3I,2009,FY
us-gaap,AccountsReceivableNetCurrent,USD,2686000000,,2009-06-27,2009-07-22,0001193125-09-153165,10-Q,CY2009Q2I,2009,Q3
us-gaap,AccountsReceivableNetCurrent,USD,3361000000,,2009-09-26,2009-10-27,0001193125-09-214859,10-K,,2009,FY
us-gaap,AccountsReceivableNetCurrent,USD,3361000000,,2009-09-26,2010-01-25,0001193125-10-012085,10-Q,,2010,Q1
us-gaap,AccountsReceivableNetCurrent,USD,3361000000,,2009-09-26,2010-01-25,0001193125-10-012091,10-K/A,,2009,FY
us-gaap,AccountsReceivableNetCurrent,USD,3361000000,,2009-09-26,2010-04-21,0001193125-10-088957,10-Q,,2010,Q2
us-gaap,AccountsReceivableNetCurrent,USD,3361000000,,2009-09-26,2010-07-21,0001193125-10-162840,10-Q,,2010,Q3
us-gaap,AccountsReceivableNetCurrent,USD,3361000000,,2009-09-26,2010-10-27,0001193125-10-238044,10-K,CY2009Q3I,2010,FY
us-gaap,AccountsReceivableNetCurrent,USD,3090000000,,2009-12-26,2010-01-25,0001193125-10-012085,10-Q,CY2009Q4I,2010,Q1
us-gaap,AccountsReceivableNetCurrent,USD,2886000000,,2010-03-27,2010-04-21,0001193125-10-088957,10-Q,CY2010Q1I,2010,Q2
us-gaap,AccountsReceivableNetCurrent,USD,3447000000,,2010-06-26,2010-07-21,0001193125-10-162840,10-Q,CY2010Q2I,2010,Q3
us-gaap,AccountsReceivableNetCurrent,USD,5510000000,,2010-09-25,2010-10-27,0001193125-10-238044,10-K,,2010,FY
us-gaap,AccountsReceivableNetCurrent,USD,5510000000,,2010-09-25,2011-01-19,0001193125-11-010144,10-Q,,2011,Q1
us-gaap,AccountsReceivableNetCurrent,USD,5510000000,,2010-09-25,2011-04-21,0001193125-11-104388,10-Q,,2011,Q2
us-gaap,AccountsReceivableNetCurrent,USD,5510000000,,2010-09-25,2011-07-20,0001193125-11-192493,10-Q,,2011,Q3
us-gaap,AccountsReceivableNetCurrent,USD,5510000000,,2010-09-25,2011-10-26,0001193125-11-282113,10-K,CY2010Q3I,2011,FY
us-gaap,AccountsReceivableNetCurrent,USD,6027000000,,2010-12-25,2011-01-19,0001193125-11-010144,10-Q,CY2010Q4I,2011,Q1
us-gaap,AccountsReceivableNetCurrent,USD,5798000000,,2011-03-26,2011-04-21,0001193125-11-104388,10-Q,CY2011Q1I,2011,Q2
us-gaap,AccountsReceivableNetCurrent,USD,6102000000,,2011-06-25,2011-07-20,0001193125-11-192493,10-Q,CY2011Q2I,2011,Q3
us-gaap,AccountsReceivableNetCurrent,USD,5369000000,,2011-09-24,2011-10-26,0001193125-11-282113,10-K,,2011,FY
us-gaap,AccountsReceivableNetCurrent,USD,5369000000,,2011-09-24,2012-01-25,0001193125-12-023398,10-Q,,2012,Q1
us-gaap,AccountsReceivableNetCurrent,USD,5369000000,,2011-09-24,2012-04-25,0001193125-12-182321,10-Q,,2012,Q2
us-gaap,AccountsReceivableNetCurrent,USD,5369000000,,2011-09-24,2012-07-25,0001193125-12-314552,10-Q,,2012,Q3
us-gaap,AccountsReceivableNetCurrent,USD,5369000000,,2011-09-24,2012-10-31,0001193125-12-444068,10-K,,2012,FY
us-gaap,AccountsReceivableNetCurrent,USD,5369000000,,2011-09-24,2013-04-24,0001193125-13-170623,8-K,CY2011Q3I,2012,FY
us-gaap,AccountsReceivableNetCurrent,USD,8930000000,,2011-12-31,2012-01-25,0001193125-12-023398,10-Q,CY2011Q4I,2012,Q1
us-gaap,AccountsReceivableNetCurrent,USD,7042000000,,2012-03-31,2012-04-25,0001193125-12-182321,10-Q,CY2012Q1I,2012,Q2
us-gaap,AccountsReceivableNetCurrent,USD,7657000000,,2012-06-30,2012-07-25,0001193125-12-314552,10-Q,CY2012Q2I,2012,Q3
us-gaap,AccountsReceivableNetCurrent,USD,10930000000,,2012-09-29,2012-10-31,0001193125-12-444068,10-K,,2012,FY
us-gaap,AccountsReceivableNetCurrent,USD,10930000000,,2012-09-29,2013-01-24,0001193125-13-022339,10-Q,,2013,Q1
us-gaap,AccountsReceivableNetCurrent,USD,10930000000,,2012-09-29,2013-04-24,0001193125-13-168288,10-Q,,2013,Q2
us-gaap,AccountsReceivableNetCurrent,USD,10930000000,,2012-09-29,2013-04-24,0001193125-13-170623,8-K,,2012,FY
us-gaap,AccountsReceivableNetCurrent,USD,10930000000,,2012-09-29,2013-07-24,0001193125-13-300670,10-Q,,2013,Q3
us-gaap,AccountsReceivableNetCurrent,USD,10930000000,,2012-09-29,2013-10-30,0001193125-13-416534,10-K,CY2012Q3I,2013,FY
us-gaap,AccountsReceivableNetCurrent,USD,11598000000,,2012-12-29,2013-01-24,0001193125-13-022339,10-Q,CY2012Q4I,2013,Q1
us-gaap,AccountsReceivableNetCurrent,USD,7084000000,,2013-03-30,2013-04-24,0001193125-13-168288,10-Q,CY2013Q1I,2013,Q2
us-gaap,AccountsReceivableNetCurrent,USD,8839000000,,2013-06-29,2013-07-24,0001193125-13-300670,10-Q,CY2013Q2I,2013,Q3
us-gaap,AccountsReceivableNetCurrent,USD,13102000000,,2013-09-28,2013-10-30,0001193125-13-416534,10-K,,2013,FY
us-gaap,AccountsReceivableNetCurrent,USD,13102000000,,2013-09-28,2014-01-28,0001193125-14-024487,10-Q,,2014,Q1
us-gaap,AccountsReceivableNetCurrent,USD,13102000000,,2013-09-28,2014-04-24,0001193125-14-157311,10-Q,,2014,Q2
us-gaap,AccountsReceivableNetCurrent,USD,13102000000,,2013-09-28,2014-07-23,0001193125-14-277160,10-Q,,2014,Q3
us-gaap,AccountsReceivableNetCurrent,USD,13102000000,,2013-09-28,2014-10-27,0001193125-14-383437,10-K,,2014,FY
us-gaap,AccountsReceivableNetCurrent,USD,13102000000,,2013-09-28,2015-01-28,0001193125-15-023732,8-K,CY2013Q3I,,
us-gaap,AccountsReceivableNetCurrent,USD,14200000000,,2013-12-28,2014-01-28,0001193125-14-024487,10-Q,CY2013Q4I,2014,Q1
us-gaap,AccountsReceivableNetCurrent,USD,9700000000,,2014-03-29,2014-04-24,0001193125-14-157311,10-Q,CY2014Q1I,2014,Q2
us-gaap,AccountsReceivableNetCurrent,USD,10788000000,,2014-06-28,2014-07-23,0001193125-14-277160,10-Q,CY2014Q2I,2014,Q3
us-gaap,AccountsReceivableNetCurrent,USD,17460000000,,2014-09-27,2014-10-27,0001193125-14-383437,10-K,,2014,FY
us-gaap,AccountsReceivableNetCurrent,USD,17460000000,,2014-09-27,2015-01-28,0001193125-15-023697,10-Q,,2015,Q1
us-gaap,AccountsReceivableNetCurrent,USD,17460000000,,2014-09-27,2015-01-28,0001193125-15-023732,8-K,,,
us-gaap,AccountsReceivableNetCurrent,USD,17460000000,,2014-09-27,2015-04-28,0001193125-15-153166,10-Q,,2015,Q2
us-gaap,AccountsReceivableNetCurrent,USD,17460000000,,2014-09-27,2015-07-22,0001193125-15-259935,10-Q,,2015,Q3
us-gaap,AccountsReceivableNetCurrent,USD,17460000000,,2014-09-27,2015-10-28,0001193125-15-356351,10-K,CY2014Q3I,2015,FY
us-gaap,AccountsReceivableNetCurrent,USD,16709000000,,2014-12-27,2015-01-28,0001193125-15-023697,10-Q,CY2014Q4I,2015,Q1
us-gaap,AccountsReceivableNetCurrent,USD,10905000000,,2015-03-28,2015-04-28,0001193125-15-153166,10-Q,CY2015Q1I,2015,Q2
us-gaap,AccountsReceivableNetCurrent,USD,10370000000,,2015-06-27,2015-07-22,0001193125-15-259935,10-Q,CY2015Q2I,2015,Q3
us-gaap,AccountsReceivableNetCurrent,USD,16849000000,,2015-09-26,2015-10-28,0001193125-15-356351,10-K,,2015,FY
us-gaap,AccountsReceivableNetCurrent,USD,16849000000,,2015-09-26,2016-01-27,0001193125-16-439878,10-Q,,2016,Q1
us-gaap,AccountsReceivableNetCurrent,USD,16849000000,,2015-09-26,2016-04-27,0001193125-16-559625,10-Q,,2016,Q2
us-gaap,AccountsReceivableNetCurrent,USD,16849000000,,2015-09-26,2016-07-27,0001628280-16-017809,10-Q,,2016,Q3
us-gaap,AccountsReceivableNetCurrent,USD,16849000000,,2015-09-26,2016-10-26,0001628280-16-020309,10-K,CY2015Q3I,2016,FY
us-gaap,AccountsReceivableNetCurrent,USD,12953000000,,2015-12-26,2016-01-27,0001193125-16-439878,10-Q,CY2015Q4I,2016,Q1
us-gaap,AccountsReceivableNetCurrent,USD,12229000000,,2016-03-26,2016-04-27,0001193125-16-559625,10-Q,CY2016Q1I,2016,Q2
us-gaap,AccountsReceivableNetCurrent,USD,11714000000,,2016-06-25,2016-07-27,0001628280-16-017809,10-Q,CY2016Q2I,2016,Q3
us-gaap,AccountsReceivableNetCurrent,USD,15754000000,,2016-09-24,2016-10-26,0001628280-16-020309,10-K,,2016,FY
us-gaap,AccountsReceivableNetCurrent,USD,15754000000,,2016-09-24,2017-02-01,0001628280-17-000717,10-Q,,2017,Q1
us-gaap,AccountsReceivableNetCurrent,USD,15754000000,,2016-09-24,2017-05-03,0001628280-17-004790,10-Q,,2017,Q2
us-gaap,AccountsReceivableNetCurrent,USD,15754000000,,2016-09-24,2017-08-02,0000320193-17-000009,10-Q,,2017,Q3
us-gaap,AccountsReceivableNetCurrent,USD,15754000000,,2016-09-24,2017-11-03,0000320193-17-000070,10-K,CY2016Q3I,2017,FY
us-gaap,AccountsReceivableNetCurrent,USD,14057000000,,2016-12-31,2017-02-01,0001628280-17-000717,10-Q,CY2016Q4I,2017,Q1
us-gaap,AccountsReceivableNetCurrent,USD,11579000000,,2017-04-01,2017-05-03,0001628280-17-004790,10-Q,CY2017Q1I,2017,Q2
us-gaap,AccountsReceivableNetCurrent,USD,12399000000,,2017-07-01,2017-08-02,0000320193-17-000009,10-Q,CY2017Q2I,2017,Q3
us-gaap,AccountsReceivableNetCurrent,USD,17874000000,,2017-09-30,2017-11-03,0000320193-17-000070,10-K,,2017,FY
us-gaap,AccountsReceivableNetCurrent,USD,17874000000,,2017-09-30,2018-02-02,0000320193-18-000007,10-Q,,2018,Q1
us-gaap,AccountsReceivableNetCurrent,USD,17874000000,,2017-09-30,2018-05-02,0000320193-18-000070,10-Q,,2018,Q2
us-gaap,AccountsReceivableNetCurrent,USD,17874000000,,2017-09-30,2018-08-01,0000320193-18-000100,10-Q,,2018,Q3
us-gaap,AccountsReceivableNetCurrent,USD,17874000000,,2017-09-30,2018-11-05,0000320193-18-000145,10-K,CY2017Q3I,2018,FY
us-gaap,AccountsReceivableNetCurrent,USD,23440000000,,2017-12-30,2018-02-02,0000320193-18-000007,10-Q,CY2017Q4I,2018,Q1
us-gaap,AccountsReceivableNetCurrent,USD,14324000000,,2018-03-31,2018-05-02,0000320193-18-000070,10-Q,CY2018Q1I,2018,Q2
us-gaap,AccountsReceivableNetCurrent,USD,14104000000,,2018-06-30,2018-08-01,0000320193-18-000100,10-Q,CY2018Q2I,2018,Q3
us-gaap,AccountsReceivableNetCurrent,USD,23186000000,,2018-09-29,2018-11-05,0000320193-18-000145,10-K,,2018,FY
us-gaap,AccountsReceivableNetCurrent,USD,23186000000,,2018-09-29,2019-01-30,0000320193-19-000010,10-Q,,2019,Q1
us-gaap,AccountsReceivableNetCurrent,USD,23186000000,,2018-09-29,2019-05-01,0000320193-19-000066,10-Q,,2019,Q2
us-gaap,AccountsReceivableNetCurrent,USD,23186000000,,2018-09-29,2019-07-31,0000320193-19-000076,10-Q,,2019,Q3
us-gaap,AccountsReceivableNetCurrent,USD,23186000000,,2018-09-29,2019-10-31,0000320193-19-000119,10-K,CY2018Q3I,2019,FY
us-gaap,AccountsReceivableNetCurrent,USD,18077000000,,2018-12-29,2019-01-30,0000320193-19-000010,10-Q,CY2018Q4I,2019,Q1
us-gaap,AccountsReceivableNetCurrent,USD,15085000000,,2019-03-30,2019-05-01,0000320193-19-000066,10-Q,CY2019Q1I,2019,Q2
us-gaap,AccountsReceivableNetCurrent,USD,14148000000,,2019-06-29,2019-07-31,0000320193-19-000076,10-Q,CY2019Q2I,2019,Q3
us-gaap,AccountsReceivableNetCurrent,USD,22926000000,,2019-09-28,2019-10-31,0000320193-19-000119,10-K,,2019,FY
us-gaap,AccountsReceivableNetCurrent,USD,22926000000,,2019-09-28,2020-01-29,0000320193-20-000010,10-Q,,2020,Q1
us-gaap,AccountsReceivableNetCurrent,USD,22926000000,,2019-09-28,2020-05-01,0000320193-20-000052,10-Q,,2020,Q2
us-gaap,AccountsReceivableNetCurrent,USD,22926000000,,2019-09-28,2020-07-31,0000320193-20-000062,10-Q,,2020,Q3
us-gaap,AccountsReceivableNetCurrent,USD,22926000000,,2019-09-28,2020-10-30,0000320193-20-000096,10-K,CY2019Q3I,2020,FY
us-gaap,AccountsReceivableNetCurrent,USD,20970000000,,2019-12-28,2020-01-29,0000320193-20-000010,10-Q,CY2019Q4I,2020,Q1
us-gaap,AccountsReceivableNetCurrent,USD,15722000000,,2020-03-28,2020-05-01,0000320193-20-000052,10-Q,CY2020Q1I,2020,Q2
us-gaap,AccountsReceivableNetCurrent,USD,17882000000,,2020-06-27,2020-07-31,0000320193-20-000062,10-Q,CY2020Q2I,2020,Q3
us-gaap,AccountsReceivableNetCurrent,USD,16120000000,,2020-09-26,2020-10-30,0000320193-20-000096,10-K,,2020,FY
us-gaap,AccountsReceivableNetCurrent,USD,16120000000,,2020-09-26,2021-01-28,0000320193-21-000010,10-Q,,2021,Q1
us-gaap,AccountsReceivableNetCurrent,USD,16120000000,,2020-09-26,2021-04-29,0000320193-21-000056,10-Q,,2021,Q2
us-gaap,AccountsReceivableNetCurrent,USD,16120000000,,2020-09-26,2021-07-28,0000320193-21-000065,10-Q,,2021,Q3
us-gaap,AccountsReceivableNetCurrent,USD,16120000000,,2020-09-26,2021-10-29,0000320193-21-000105,10-K,CY2020Q3I,2021,FY
us-gaap,AccountsReceivableNetCurrent,USD,27101000000,,2020-12-26,2021-01-28,0000320193-21-000010,10-Q,CY2020Q4I,2021,Q1
us-gaap,AccountsReceivableNetCurrent,USD,18503000000,,2021-03-27,2021-04-29,0000320193-21-000056,10-Q,CY2021Q1I,2021,Q2
us-gaap,AccountsReceivableNetCurrent,USD,17475000000,,2021-06-26,2021-07-28,0000320193-21-000065,10-Q,CY2021Q2I,2021,Q3
us-gaap,AccountsReceivableNetCurrent,USD,26278000000,,2021-09-25,2021-10-29,0000320193-21-000105,10-K,,2021,FY
us-gaap,AccountsReceivableNetCurrent,USD,26278000000,,2021-09-25,2022-01-28,0000320193-22-000007,10-Q,,2022,Q1
us-gaap,AccountsReceivableNetCurrent,USD,26278000000,,2021-09-25,2022-04-29,0000320193-22-000059,10-Q,,2022,Q2
us-gaap,AccountsReceivableNetCurrent,USD,26278000000,,2021-09-25,2022-07-29,0000320193-22-000070,10-Q,,2022,Q3
us-gaap,AccountsReceivableNetCurrent,USD,26278000000,,2021-09-25,2022-10-28,0000320193-22-000108,10-K,CY2021Q3I,2022,FY
us-gaap,AccountsReceivableNetCurrent,USD,30213000000,,2021-12-25,2022-01-28,0000320193-22-000007,10-Q,CY2021Q4I,2022,Q1
us-gaap,AccountsReceivableNetCurrent,USD,20815000000,,2022-03-26,2022-04-29,0000320193-22-000059,10-Q,CY2022Q1I,2022,Q2
us-gaap,AccountsReceivableNetCurrent,USD,21803000000,,2022-06-25,2022-07-29,0000320193-22-000070,10-Q,CY2022Q2I,2022,Q3
us-gaap,AccountsReceivableNetCurrent,USD,28184000000,,2022-09-24,2022-10-28,0000320193-22-000108,10-K,,2022,FY
us-gaap,AccountsReceivableNetCurrent,USD,28184000000,,2022-09-24,2023-02-03,0000320193-23-000006,10-Q,,2023,Q1
us-gaap,AccountsReceivableNetCurrent,USD,28184000000,,2022-09-24,2023-05-05,0000320193-23-000064,10-Q,,2023,Q2
us-gaap,AccountsReceivableNetCurrent,USD,28184000000,,2022-09-24,2023-08-04,0000320193-23-000077,10-Q,,2023,Q3
us-gaap,AccountsReceivableNetCurrent,USD,28184000000,,2022-09-24,2023-11-03,0000320193-23-000106,10-K,CY2022Q3I,2023,FY
us-gaap,AccountsReceivableNetCurrent,USD,23752000000,,2022-12-31,2023-02-03,0000320193-23-000006,10-Q,CY2022Q4I,2023,Q1
us-gaap,AccountsReceivableNetCurrent,USD,17936000000,,2023-04-01,2023-05-05,0000320193-23-000064,10-Q,CY2023Q1I,2023,Q2
us-gaap,AccountsReceivableNetCurrent,USD,19549000000,,2023-07-01,2023-08-04,0000320193-23-000077,10-Q,CY2023Q2I,2023,Q3
us-gaap,AccountsReceivableNetCurrent,USD,29508000000,,2023-09-30,2023-11-03,0000320193-23-000106,10-K,,2023,FY
us-gaap,AccountsReceivableNetCurrent,USD,29508000000,,2023-09-30,2024-02-02,0000320193-24-000006,10-Q,,2024,Q1
us-gaap,AccountsReceivableNetCurrent,USD,29508000000,,2023-09-30,2024-05-03,0000320193-24-000069,10-Q,,2024,Q2
us-gaap,AccountsReceivableNetCurrent,USD,29508000000,,2023-09-30,2024-08-02,0000320193-24-000081,10-Q,,2024,Q3
us-gaap,AccountsReceivableNetCurrent,USD,29508000000,,2023-09-30,2024-11-01,0000320193-24-000123,10-K,CY2023Q3I,2024,FY
us-gaap,AccountsReceivableNetCurrent,USD,23194000000,,2023-12-30,2024-02-02,0000320193-24-000006,10-Q,CY2023Q4I,2024,Q1
us-gaap,AccountsReceivableNetCurrent,USD,21837000000,,2024-03-30,2024-05-03,0000320193-24-000069,10-Q,CY2024Q1I,2024,Q2
us-gaap,AccountsReceivableNetCurrent,USD,22795000000,,2024-06-29,2024-08-02,0000320193-24-000081,10-Q,CY2024Q2I,2024,Q3
us-gaap,AccountsReceivableNetCurrent,USD,33410000000,,2024-09-28,2024-11-01,0000320193-24-000123,10-K,,2024,FY
us-gaap,AccountsReceivableNetCurrent,USD,33410000000,,2024-09-28,2025-01-31,0000320193-25-000008,10-Q,,2025,Q1
us-gaap,AccountsReceivableNetCurrent,USD,33410000000,,2024-09-28,2025-05-02,0000320193-25-000057,10-Q,CY2024Q3I,2025,Q2
us-gaap,AccountsReceivableNetCurrent,USD,29639000000,,2024-12-28,2025-01-31,0000320193-25-000008,10-Q,CY2024Q4I,2025,Q1
us-gaap,AccountsReceivableNetCurrent,USD,26136000000,,2025-03-29,2025-05-02,0000320193-25-000057,10-Q,CY2025Q1I,2025,Q2
us-gaap,AccruedIncomeTaxesCurrent,USD,430000000,,2009-09-26,2010-07-21,0001193125-10-162840,10-Q,,2010,Q3
us-gaap,AccruedIncomeTaxesCurrent,USD,430000000,,2009-09-26,2010-10-27,0001193125-10-238044,10-K,CY2009Q3I,2010,FY
us-gaap,AccruedIncomeTaxesCurrent,USD,56000000,,2010-06-26,2010-07-21,0001193125-10-162840,10-Q,CY2010Q2I,2010,Q3
us-gaap,AccruedIncomeTaxesCurrent,USD,210000000,,2010-09-25,2010-10-27,0001193125-10-238044,10-K,,2010,FY
us-gaap,AccruedIncomeTaxesCurrent,USD,210000000,,2010-09-25,2011-01-19,0001193125-11-010144,10-Q,CY2010Q3I,2011,Q1
us-gaap,AccruedIncomeTaxesCurrent,USD,152000000,,2010-12-25,2011-01-19,0001193125-11-010144,10-Q,CY2010Q4I,2011,Q1
us-gaap,AccruedIncomeTaxesCurrent,USD,6552000000,,2022-09-24,2023-11-03,0000320193-23-000106,10-K,CY2022Q3I,2023,FY
us-gaap,AccruedIncomeTaxesCurrent,USD,8819000000,,2023-09-30,2023-11-03,0000320193-23-000106,10-K,,2023,FY
us-gaap,AccruedIncomeTaxesCurrent,USD,8819000000,,2023-09-30,2024-11-01,0000320193-24-000123,10-K,CY2023Q3I,2024,FY
us-gaap,AccruedIncomeTaxesCurrent,USD,26601000000,,2024-09-28,2024-11-01,0000320193-24-000123,10-K,CY2024Q3I,2024,FY
us-gaap,AccruedIncomeTaxesNoncurrent,USD,257000000,,2017-09-30,2018-02-02,0000320193-18-000007,10-Q,,2018,Q1
us-gaap,AccruedIncomeTaxesNoncurrent,USD,257000000,,2017-09-30,2018-05-02,0000320193-18-000070,10-Q,,2018,Q2
us-gaap,AccruedIncomeTaxesNoncurrent,USD,257000000,,2017-09-30,2018-08-01,0000320193-18-000100,10-Q,,2018,Q3
us-gaap,AccruedIncomeTaxesNoncurrent,USD,257000000,,2017-09-30,2018-11-05,0000320193-18-000145,10-K,CY2017Q3I,2018,FY
us-gaap,AccruedIncomeTaxesNoncurrent,USD,34913000000,,2017-12-30,2018-02-02,0000320193-18-000007,10-Q,CY2017Q4I,2018,Q1
us-gaap,AccruedIncomeTaxesNoncurrent,USD,34913000000,,2018-03-31,2018-05-02,0000320193-18-000070,10-Q,CY2018Q1I,2018,Q2
us-gaap,AccruedIncomeTaxesNoncurrent,USD,34029000000,,2018-06-30,2018-08-01,0000320193-18-000100,10-Q,CY2018Q2I,2018,Q3
us-gaap,AccruedIncomeTaxesNoncurrent,USD,33589000000,,2018-09-29,2018-11-05,0000320193-18-000145,10-K,,2018,FY
us-gaap,AccruedIncomeTaxesNoncurrent,USD,33589000000,,2018-09-29,2019-01-30,0000320193-19-000010,10-Q,,2019,Q1
us-gaap,AccruedIncomeTaxesNoncurrent,USD,33589000000,,2018-09-29,2019-05-01,0000320193-19-000066,10-Q,,2019,Q2
us-gaap,AccruedIncomeTaxesNoncurrent,USD,33589000000,,2018-09-29,2019-07-31,0000320193-19-000076,10-Q,,2019,Q3
us-gaap,AccruedIncomeTaxesNoncurrent,USD,33589000000,,2018-09-29,2019-10-31,0000320193-19-000119,10-K,CY2018Q3I,2019,FY
us-gaap,AccruedIncomeTaxesNoncurrent,USD,30948000000,,2018-12-29,2019-01-30,0000320193-19-000010,10-Q,CY2018Q4I,2019,Q1
us-gaap,AccruedIncomeTaxesNoncurrent,USD,30986000000,,2019-03-30,2019-05-01,0000320193-19-000066,10-Q,CY2019Q1I,2019,Q2
us-gaap,AccruedIncomeTaxesNoncurrent,USD,30521000000,,2019-06-29,2019-07-31,0000320193-19-000076,10-Q,CY2019Q2I,2019,Q3
us-gaap,AccruedIncomeTaxesNoncurrent,USD,29545000000,,2019-09-28,2019-10-31,0000320193-19-000119,10-K,,2019,FY
us-gaap,AccruedIncomeTaxesNoncurrent,USD,29545000000,,2019-09-28,2020-01-29,0000320193-20-000010,10-Q,,2020,Q1
us-gaap,AccruedIncomeTaxesNoncurrent,USD,29545000000,,2019-09-28,2020-05-01,0000320193-20-000052,10-Q,,2020,Q2
us-gaap,AccruedIncomeTaxesNoncurrent,USD,29545000000,,2019-09-28,2020-07-31,0000320193-20-000062,10-Q,,2020,Q3
us-gaap,AccruedIncomeTaxesNoncurrent,USD,29545000000,,2019-09-28,2020-10-30,0000320193-20-000096,10-K,CY2019Q3I,2020,FY
us-gaap,AccruedIncomeTaxesNoncurrent,USD,28198000000,,2019-12-28,2020-01-29,0000320193-20-000010,10-Q,CY2019Q4I,2020,Q1
us-gaap,AccruedIncomeTaxesNoncurrent,USD,28188000000,,2020-03-28,2020-05-01,0000320193-20-000052,10-Q,CY2020Q1I,2020,Q2
us-gaap,AccruedIncomeTaxesNoncurrent,USD,28188000000,,2020-06-27,2020-07-31,0000320193-20-000062,10-Q,CY2020Q2I,2020,Q3
us-gaap,AccruedIncomeTaxesNoncurrent,USD,28170000000,,2020-09-26,2020-10-30,0000320193-20-000096,10-K,,2020,FY
us-gaap,AccruedIncomeTaxesNoncurrent,USD,28170000000,,2020-09-26,2021-01-28,0000320193-21-000010,10-Q,,2021,Q1
us-gaap,AccruedIncomeTaxesNoncurrent,USD,28170000000,,2020-09-26,2021-04-29,0000320193-21-000056,10-Q,,2021,Q2
us-gaap,AccruedIncomeTaxesNoncurrent,USD,28170000000,,2020-09-26,2021-07-28,0000320193-21-000065,10-Q,,2021,Q3
us-gaap,AccruedIncomeTaxesNoncurrent,USD,28170000000,,2020-09-26,2021-10-29,0000320193-21-000105,10-K,CY2020Q3I,2021,FY
us-gaap,AccruedIncomeTaxesNoncurrent,USD,28170000000,,2020-12-26,2021-01-28,0000320193-21-000010,10-Q,CY2020Q4I,2021,Q1
us-gaap,AccruedIncomeTaxesNoncurrent,USD,25162000000,,2021-03-27,2021-04-29,0000320193-21-000056,10-Q,CY2021Q1I,2021,Q2
us-gaap,AccruedIncomeTaxesNoncurrent,USD,24923000000,,2021-06-26,2021-07-28,0000320193-21-000065,10-Q,CY2021Q2I,2021,Q3
us-gaap,AccruedIncomeTaxesNoncurrent,USD,24689000000,,2021-09-25,2021-10-29,0000320193-21-000105,10-K,,2021,FY
us-gaap,AccruedIncomeTaxesNoncurrent,USD,24689000000,,2021-09-25,2022-01-28,0000320193-22-000007,10-Q,,2022,Q1
us-gaap,AccruedIncomeTaxesNoncurrent,USD,24689000000,,2021-09-25,2022-04-29,0000320193-22-000059,10-Q,,2022,Q2
